0,0,0
27711.82,34966.6,-354.607
17852.05,21654.23,-292.969
23101.44,37092.71,-338.013
14493.5,41557.26,-263.626
19166.87,43673.67,-224.716
31786.92,38255.55,-305.397
31786.92,45122.87,-272.781
29713.68,54929.33,-190.956
